Latitude,Longitude,HS,UCL,LCL_,Cobertura Boscosa_90m,band_1_90m,band_2_90m,band_3_90m,band_4_90m,band_5_90m,band_6_90m,band_7_90m,band_8_90m,band_9_90m,band_10_90m,band_11_90m,NDWI_90m,BSI_90m,NBRI_90m,GCI_90m,MSI_90m,NDMI_90m,SAVI_90m_90m,EVI_90m,GNDVI_90m,AVI_90m,NDVI_90m,Altitud_90m,Distancia a Rios_90m,Distancia a zonas con pérdida de cobertura_90m,Resistencia_90m,Costo de Movimiento_90m,Distancia a Bosque_90m,Distancia a corredor biologico_90m,Cobertura Boscosa_150m,band_1_150m,band_2_150m,band_3_150m,band_4_150m,band_5_150m,band_6_150m,band_7_150m,band_8_150m,band_9_150m,band_10_150m,band_11_150m,NDWI_150m,BSI_150m,NBRI_150m,GCI_150m,MSI_150m,NDMI_150m,SAVI_150m,EVI_150m,GNDVI_150m,AVI_150m,NDVI_150m,Altitud_150m,Distancia a Rios_150m,Distancia a zonas con pérdida de cobertura_150m,Resistencia_150m,Costo de Movimiento_150m,Distancia a Bosque_150m,Distancia a corredor biologico_150m,Cobertura Boscosa_300m,band_1_300m,band_2_300m,band_3_300m,band_4_300m,band_5_300m,band_6_300m,band_7_300m,band_8_300m,band_9_300m,band_10_300m,band_11_300m,NDWI_300m,BSI_300m,NBRI_300m,GCI_300m,MSI_300m,NDMI_300m,SAVI_300m,EVI_300m,GNDVI_300m,AVI_300m,NDVI_300m,Altitud_300m,Distancia a Rios_300m,Distancia a zonas con pérdida de cobertura_300m,Resistencia_300m,Costo de Movimiento_300m,Distancia a Bosque_300m,Distancia a corredor biologico_300m,Label
6.115680985,-75.34761049,43.47803,7.022488,"  -8.327213",3.53448844,0.115086228,0.098088451,0.099430732,0.082747161,0.320526093,0.193107426,0.103260286,0.110157013,0.001496921,293.7030029,291.072937,-0.523382723,-0.822891533,0.099590719,2.236037016,0.604966462,0.246599957,0.393703878,0.548077226,0.105203338,2.454607964,0.141331658,2127.015137,0,106.4943848,193.9469147,0,4549.947266,946.8389282,6.787234043,0.11187382,0.095206518,0.096554003,0.081347244,0.322280748,0.19873838,0.10964505,0.089898041,0.001417054,293.8930996,291.1287313,-0.532292964,-0.803763085,0.084501642,2.349441584,0.624175852,0.235069181,0.396426414,0.545627529,0.111252472,2.469811587,0.142873781,2126.493506,71.94285714,105.9485843,153.0208429,0,4550.472907,946.8694178,19.55163043,0.112110548,0.093761789,0.092629833,0.07375445,0.329607131,0.184984564,0.096672739,0.083841911,0.001457542,293.2749247,290.5266691,-0.546459403,-0.988631247,0.130386557,2.566771789,0.563491437,0.28353201,0.417970808,0.588679087,0.122845737,2.489266472,0.164669877,2126.105611,86.05639098,114.7676153,144.966362,0,4541.884621,948.6678915,1
6.115825028,-75.34764833,42.463298,7.924691,"  -8.385206",5.164615631,0.114961103,0.09905681,0.098442085,0.080109403,0.301971674,0.18554005,0.098371238,0.107409954,0.001474996,293.3296814,290.6830139,-0.496930093,-0.838685274,0.068137877,2.093407154,0.620951355,0.234812856,0.372835487,0.526588202,0.058386635,2.629266262,0.102285668,2127.938232,0,98.52515411,162.5557404,0,4559.808105,962.7680054,7.322222222,0.111896524,0.095104427,0.096318768,0.080844197,0.318377646,0.197487651,0.108815277,0.089714126,0.001418845,293.8092854,291.0134514,-0.529088542,-0.804384447,0.07804776,2.32091075,0.627756695,0.232246734,0.392920863,0.541221391,0.104331997,2.489350249,0.137014471,2126.351351,69.85507246,108.6617088,152.316316,0,4559.603613,962.9148665,19.44533333,0.111754812,0.09340821,0.09250441,0.073549023,0.331293108,0.185956137,0.097176356,0.083356352,0.001457141,293.2857638,290.5279767,-0.54977556,-0.986739754,0.132219675,2.589446779,0.563560408,0.28346967,0.420823711,0.592364562,0.127730531,2.469284695,0.16899092,2125.569079,82.86742424,118.9266123,144.9586936,0,4551.318068,962.9197837,1
6.115969071,-75.34768739,44.3948,7.934839,"  -8.376196",6.167987347,0.116528973,0.100995935,0.098635651,0.081642643,0.292109966,0.180757001,0.09789142,0.096542917,0.001311324,293.5517883,290.7972412,-0.479462177,-0.83945322,0.050481722,1.97123754,0.619832575,0.235281289,0.35469684,0.505069673,0.032576941,2.744870424,0.074488074,2128.32959,45.21247101,91.71096802,163.7436981,0,4569.619141,978.6971436,7.423913043,0.11189783,0.09520109,0.096095168,0.080853991,0.316303002,0.197701199,0.108980915,0.088985357,0.001428664,293.7893141,290.9619677,-0.527942897,-0.798687075,0.074011579,2.308911552,0.631607587,0.229115782,0.390569951,0.538241483,0.101097933,2.4999569,0.133582393,2126.013158,67.64285714,107.6904408,152.0131224,0,4570.444281,979.0902667,19.14363144,0.111531133,0.093117448,0.092180583,0.073151131,0.331260325,0.185822583,0.096986594,0.082982521,0.001452318,293.2756845,290.5196709,-0.55034814,-0.991288768,0.132893001,2.59702239,0.56264547,0.284264949,0.421392187,0.593116148,0.127710698,2.476127636,0.169354319,2125.372483,80.88505747,122.5995752,144.8451905,0,4564.154646,980.9175427,1
6.116114335,-75.34772279,47.250723,7.907107,"  -8.406099",2.698530436,0.116773635,0.101562686,0.09993124,0.085206829,0.279122829,0.171252817,0.095773071,0.091185674,0.001263277,293.8912964,291.0957947,-0.457710683,-0.848454654,0.03110544,1.790856481,0.608254552,0.243987769,0.3299748,0.464152008,0.001985076,2.863314152,0.039476037,2128.790527,59.76465988,87.0846405,173.9542542,0,4579.842773,994.7612305,7.522222222,0.111812558,0.094934927,0.095499294,0.080257047,0.313760285,0.197478376,0.108986217,0.088057279,0.001426967,293.716029,290.8557194,-0.527705749,-0.796749189,0.069424038,2.302412744,0.63493504,0.226365934,0.388886099,0.536213809,0.097875352,2.510157016,0.130934511,2125.986301,67.19117647,108.0168601,151.590694,0,4580.231805,995.5139481,19.26737968,0.111297228,0.092825197,0.091782566,0.072706749,0.330229905,0.185291841,0.096848916,0.082789801,0.001455304,293.2521474,290.4941886,-0.54981535,-0.993951191,0.131054995,2.598153048,0.563125586,0.2837612,0.420786181,0.59212407,0.125353407,2.493910452,0.167559881,2124.902357,77.59386973,127.4822553,144.7098715,0,4572.522415,994.559182,1
6.11626204,-75.34773866,49.230218,7.949029,"  -8.371441",0,0.116981588,0.102255456,0.104227148,0.091647379,0.274253726,0.167837963,0.097497515,0.092435457,0.001422152,294.1549988,291.363739,-0.438722044,-0.820841253,0.018545913,1.62678659,0.603870511,0.247965097,0.311666131,0.426637113,-0.015114252,2.906834602,0.016748926,2128.315918,72.45301819,85.32807922,178.536087,0,4591.630371,1011.095337,8.10989011,0.111784811,0.09478173,0.094780859,0.07977122,0.310935929,0.197097915,0.108805277,0.087182785,0.001422591,293.7089634,290.8124599,-0.52767674,-0.796432527,0.064580599,2.302813213,0.638281528,0.223715816,0.386729139,0.53361648,0.094296267,2.522124743,0.127364199,2125.56,66.07142857,108.0265941,152.0930931,0,4591.515671,1011.626834,19.42627346,0.110868114,0.092413744,0.09156199,0.072436978,0.33195911,0.186182833,0.097286886,0.082821266,0.00145276,293.2648692,290.4973235,-0.552694448,-0.991895771,0.132921143,2.62411432,0.563569515,0.283374,0.42356747,0.595362992,0.129223545,2.485429068,0.171058655,2124.443333,75.76923077,130.8010672,144.791703,0,4585.984278,1011.824269,1
6.116410965,-75.34775331,49.079793,7.787852,"  -8.536869",0,0.11658524,0.102157392,0.105094574,0.09204372,0.286494315,0.182830423,0.104242325,0.094176114,0.001424462,294.3910828,291.5810547,-0.453913182,-0.757515788,0.02746696,1.733476758,0.631873846,0.22767809,0.327875018,0.449471831,0.01258837,2.792431593,0.04369488,2127.74585,83.40641785,86.23777771,182.7659149,0,4603.647461,1027.564331,8.265957447,0.111606053,0.094446604,0.094330482,0.079049317,0.311830075,0.197063316,0.108705499,0.08708229,0.001420835,293.6798017,290.7527097,-0.530761879,-0.804369266,0.067257577,2.332855397,0.635728523,0.225568712,0.389578702,0.538142667,0.097358172,2.511049906,0.130863388,2125.724638,65.63636364,112.939287,151.0679742,0,4605.198101,1029.061523,19.63513514,0.110942313,0.092337349,0.091254961,0.072137166,0.330421083,0.184971347,0.096766533,0.082905366,0.00144888,293.2397217,290.4646417,-0.551094521,-0.998552087,0.131048511,2.619452815,0.562748231,0.284052735,0.422066742,0.593470531,0.125229265,2.510544811,0.167638405,2124.081356,72.75390625,135.5925434,144.0365109,0.009868421,4594.916318,1025.58083,1
6.116559891,-75.34776796,48.141916,7.799528,"  -8.529533",0,0.115701497,0.101471648,0.104841307,0.089578301,0.307873011,0.210979223,0.116024859,0.096307583,0.001347864,294.5997009,291.7667847,-0.486056,-0.653141618,0.042637147,1.96031189,0.689153254,0.185522333,0.362283885,0.502205133,0.064337246,2.584310532,0.0984184,2126.71167,96.1984787,87.74137115,186.9956818,0,4615.676758,1044.033447,9.688888889,0.111921905,0.09447747,0.093877998,0.078264596,0.311569235,0.195952987,0.107787954,0.086739398,0.00141875,293.7079104,290.752655,-0.531464078,-0.818030298,0.067584085,2.348498878,0.634142847,0.227275861,0.390530491,0.541730391,0.097042572,2.514677858,0.131200915,2125.355263,65.31428571,114.5255966,151.566146,0,4615.635415,1044.420654,20.08266667,0.110815065,0.092182869,0.09098167,0.071847313,0.329208215,0.184097012,0.096219069,0.082622386,0.001446849,293.2253567,290.4482912,-0.549524794,-1.00369818,0.12996084,2.61393529,0.562236303,0.284422704,0.42079009,0.591577671,0.12165921,2.535259134,0.164840685,2123.529801,70.63320463,141.0090256,144.1916964,0.016556291,4607.449434,1044.22069,1
6.116708817,-75.34778383,49.163812,7.849684,"  -8.483808",0,0.114445113,0.098127335,0.100738309,0.08566875,0.305054396,0.214902133,0.115894243,0.091459826,0.00136526,294.300354,291.4792786,-0.501087368,-0.637224793,0.038237065,2.049785614,0.70753938,0.171805322,0.368349254,0.505849302,0.072011359,2.557945967,0.106290407,2125.48999,109.5770721,94.23842621,191.5761566,0,4627.669434,1060.502441,9.172043011,0.112064646,0.094494464,0.093806056,0.077923225,0.312702016,0.195657805,0.107677737,0.086620335,0.001424688,293.6645191,290.6993924,-0.530271574,-0.832178015,0.071166159,2.358851745,0.629571328,0.231187875,0.391663789,0.544164931,0.095939684,2.539587804,0.131508609,2125.380282,67.47692308,120.3563476,149.991475,0,4627.533558,1061.17607,20.09756098,0.110934869,0.092186621,0.090624817,0.071388034,0.327152541,0.1827543,0.095377846,0.082357433,0.00143763,293.2168933,290.4292388,-0.54699562,-1.011496143,0.127951541,2.602194148,0.561597455,0.284889193,0.418770804,0.589622428,0.116211988,2.5682775,0.160473001,2123.138983,67.31496063,145.6928999,143.9575772,0.026490066,4617.730294,1059.546812,1
6.116856522,-75.3477997,49.1582,7.832636,"  -8.505378",0,0.11362844,0.094879113,0.095667541,0.081201382,0.300773978,0.213488877,0.112953976,0.086111553,0.001373773,293.8233948,291.0401306,-0.516814947,-0.652290165,0.037833396,2.148611546,0.709692895,0.169808179,0.37321353,0.509431839,0.077611178,2.549220562,0.11113324,2123.743408,106.977829,101.3878403,196.141571,0,4639.566406,1076.836548,9.387096774,0.112159841,0.094325699,0.093317673,0.076819498,0.312930103,0.194313237,0.10594035,0.086613961,0.001423936,293.6452163,290.6679758,-0.528170094,-0.854667702,0.076077949,2.369734092,0.624285319,0.235749945,0.392621474,0.547523039,0.092081915,2.584321661,0.130250985,2124.973333,66.11594203,125.4057696,150.777922,0,4639.539896,1075.95807,20.27297297,0.11108677,0.092275381,0.090501116,0.071236351,0.326453517,0.18230822,0.095077281,0.082319858,0.001434111,293.2342284,290.44046,-0.546529708,-1.015560167,0.127040149,2.601438346,0.561693858,0.284989511,0.418156735,0.58949597,0.114904755,2.573382386,0.159319716,2122.509934,65.74900398,149.4316285,144.2441977,0.033333333,4630.672344,1075.945284,1
6.117004227,-75.34781435,49.181689,7.84446,"  -8.498165",0,0.112765409,0.094316132,0.098088108,0.08150316,0.302562565,0.209553629,0.112554595,0.088244885,0.001226056,293.9162598,291.0922852,-0.510060906,-0.675871074,0.042789966,2.088235855,0.692629397,0.181695506,0.374925286,0.509391487,0.076012321,2.537146568,0.114157543,2121.584961,100.442215,111.6783752,200.3524475,0,4651.586914,1093.170654,8.585106383,0.112438495,0.094209826,0.09257159,0.076091791,0.305609192,0.188983869,0.102843263,0.085809121,0.001422453,293.5210977,290.5843247,-0.513214046,-0.888896123,0.071102332,2.290754683,0.61696512,0.242014091,0.38168925,0.531916975,0.06708477,2.742697096,0.110234399,2124.702703,67.85074627,132.543401,148.5027175,0,4649.997404,1090.498047,21.01630435,0.111080623,0.092127961,0.090059499,0.070644142,0.324934696,0.181143467,0.094377894,0.082004773,0.001428153,293.2185114,290.4109413,-0.545612466,-1.02583557,0.125758637,2.600946802,0.560533609,0.286056147,0.417269226,0.589038302,0.111681729,2.591675775,0.15700676,2122.07047,63.28340081,153.7762182,143.9221314,0.050167224,4642.830248,1092.225503,1
6.117153153,-75.34782899,49.320849,8.933334,"  -8.375601",0,0.111787602,0.094067328,0.099806972,0.081742302,0.302836657,0.2043432,0.112175621,0.09065944,0.001149656,294.0326843,291.13974,-0.504063427,-0.704801977,0.044423003,2.035912514,0.674531698,0.19443433,0.3748326,0.507962525,0.072810434,2.53512907,0.114390276,2118.862305,87.39983368,122.6976776,204.5546875,0,4663.729004,1109.639771,7.489361702,0.11251779,0.09388578,0.09238723,0.075249395,0.309477635,0.188786208,0.102047798,0.085457421,0.001428331,293.5098097,290.5506976,-0.516333778,-0.911772318,0.081834976,2.32994055,0.607369158,0.24986853,0.387450005,0.540976108,0.072839816,2.737994115,0.117466683,2124.026667,68.85714286,140.826899,148.9404092,0,4661.785397,1106.676331,21.72479564,0.111195647,0.092162507,0.089856111,0.070200596,0.324554103,0.180445819,0.093798265,0.082021049,0.001428342,293.1817206,290.3682778,-0.544777673,-1.034622226,0.125714215,2.605626127,0.559614807,0.28707429,0.417239174,0.590309504,0.109885061,2.605203497,0.155910018,2121.541806,60.6255144,158.1041318,144.0433579,0.060606061,4654.376233,1108.906862,1
6.117302079,-75.34784486,49.397499,8.040559,"  -8.309860",0,0.111528583,0.095937245,0.09885399,0.082428366,0.295953482,0.193409815,0.110022977,0.092656083,0.00133436,294.2553101,291.1763306,-0.499161303,-0.753936946,0.034234747,1.994466305,0.653168857,0.209960774,0.364583433,0.498327434,0.060688876,2.584513903,0.099716619,2118.357666,74.06738281,135.1628723,197.2743378,0,4675.826172,1126.108765,6.150537634,0.112777476,0.093961291,0.092180168,0.074853049,0.306910073,0.186553734,0.101219833,0.084942656,0.001417466,293.5453847,290.6099795,-0.510942054,-0.928516335,0.07979291,2.297342738,0.603337773,0.253382155,0.383845266,0.536743284,0.064343409,2.788209347,0.111210191,2123.697368,68.11267606,151.0776939,148.2086999,0,4675.241602,1125.107288,21.32336957,0.111251851,0.092108312,0.089508862,0.069734236,0.323515755,0.179450514,0.093035282,0.081655465,0.001423879,293.1765603,290.3575452,-0.544065474,-1.043773304,0.125466492,2.606779514,0.558132221,0.28835243,0.416624318,0.59039025,0.107506487,2.61942793,0.154230671,2121.288591,59.10330579,163.199148,143.5703714,0.074074074,4667.789531,1126.87952,1
6.117451004,-75.34786073,49.335578,8.022436,"  -8.310667",0,0.111599997,0.096628807,0.098006584,0.081708729,0.297669977,0.189171597,0.106915265,0.09283673,0.001450475,294.3946228,291.2103577,-0.504246593,-0.790299594,0.044771623,2.038173914,0.635718048,0.222730145,0.368212014,0.507749259,0.065975398,2.571267843,0.104338638,2119.459961,62.76686096,148.1675415,161.2794647,0,4687.943359,1142.577759,4.234042553,0.112988671,0.09377501,0.091713642,0.073972984,0.305925149,0.184296453,0.099639568,0.084655384,0.001418623,293.5279854,290.5974771,-0.509541484,-0.951483052,0.083719931,2.292898579,0.594838066,0.259746725,0.383677757,0.537198499,0.061014128,2.817411377,0.110127452,2123.25974,69.68055556,160.9652977,148.9257343,0,4688.470507,1142.160578,21.63487738,0.111289327,0.092010575,0.089324094,0.069250583,0.324719163,0.179111754,0.092433884,0.081232869,0.001426476,293.1568932,290.3309946,-0.544687371,-1.053876776,0.128593273,2.626775295,0.555515993,0.290613561,0.418560431,0.594187138,0.108368349,2.627305256,0.155780545,2120.83612,57,166.5308582,143.8213432,0.099667774,4678.869032,1142.030244,1
6.11759871,-75.34787538,49.245726,7.975677,"  -8.340389",0,0.112927198,0.096026689,0.097373404,0.079402506,0.309872001,0.195232004,0.10476952,0.090465128,0.00143312,294.3746948,291.2441711,-0.5214113,-0.797309697,0.075829089,2.183484793,0.630254447,0.226832271,0.388575763,0.540347517,0.092530116,2.480750084,0.13247183,2119.630615,52.98386765,161.868515,139.799942,0,4700.063477,1158.911987,3.819148936,0.113125031,0.093733511,0.091068626,0.073541653,0.302019779,0.181815158,0.098426909,0.083785497,0.001410344,293.4882159,290.5640235,-0.504867775,-0.960326049,0.07941173,2.26673489,0.59356629,0.260409668,0.378842939,0.530554404,0.051218357,2.874992604,0.10151597,2122.946667,68.98571429,173.4368361,148.6616012,0,4700.702259,1159.921318,21.47425474,0.111372355,0.092070755,0.089259928,0.069143602,0.324458983,0.178836887,0.092354224,0.081264896,0.001425491,293.1825628,290.3421399,-0.544555252,-1.055769389,0.128163175,2.62721879,0.555322247,0.290763489,0.418452268,0.594523304,0.107876387,2.629213372,0.155403499,2120.543046,55.94092827,171.2613428,143.3764024,0.113712375,4691.616733,1158.386531,1
6.117747635,-75.34789125,49.291011,8.063361,"  -8.235942",0,0.114619918,0.097223431,0.097952209,0.078762986,0.310912877,0.197285399,0.104901105,0.094984457,0.001425719,294.2200928,291.1334534,-0.511716425,-0.815186083,0.082683094,2.147702932,0.627930462,0.229573011,0.387713999,0.54440999,0.082330011,2.585911751,0.128519833,2119.483154,49.0851593,176.0242004,142.4651031,0,4712.235352,1175.380981,2.808510638,0.113407338,0.093670304,0.090178635,0.072255296,0.29883012,0.178268026,0.095693224,0.083175295,0.001398811,293.4210557,290.5128886,-0.49812387,-0.989137323,0.080501431,2.249124842,0.586893652,0.265528333,0.375452856,0.527447749,0.038108002,2.974931453,0.092459957,2122.666667,70.70833333,179.1822456,148.7770687,0,4712.46265,1174.666084,21.19618529,0.111434437,0.092079102,0.089183206,0.068761139,0.32669958,0.178689874,0.091993867,0.081084282,0.001419032,293.176237,290.3222574,-0.545542938,-1.068552803,0.132400064,2.654448141,0.552122422,0.293816138,0.42115043,0.599666956,0.110286205,2.631129512,0.158322376,2120.129568,54.77731092,175.5829514,143.4640853,0.141414141,4703.917291,1174.803792,1
6.11789534,-75.34790712,46.47306,8.160562,"  -8.122250",0,0.115828238,0.098687969,0.096844375,0.076726764,0.293917924,0.1878957,0.10050863,0.102248073,0.001435454,293.686676,290.7425232,-0.469610661,-0.907466769,0.070323579,1.930033803,0.613145113,0.243590549,0.360490888,0.512812197,0.017483676,3.021831512,0.07995031,2118.673828,48.4276123,190.4402618,147.0361481,0,4724.324219,1191.714966,3.212765957,0.113795097,0.093824235,0.08912855,0.071156634,0.290641299,0.172109411,0.092100115,0.081467989,0.001384122,293.2884846,290.4350643,-0.483011425,-1.016652674,0.072768673,2.177232678,0.582544266,0.268414472,0.364493602,0.513339068,0.010452443,3.157407926,0.069660601,2122.402597,68.54929577,191.8646513,148.6616012,0,4724.443445,1190.955065,21.32432432,0.111431569,0.092011718,0.089027255,0.06846788,0.326798834,0.178092875,0.091492625,0.080744259,0.001412752,293.197143,290.3311028,-0.54521038,-1.076544611,0.133420619,2.659628556,0.550347737,0.295436831,0.421441738,0.600648411,0.109598028,2.63979719,0.158127992,2119.963576,54.40425532,182.486591,143.6407527,0.155629139,4716.911696,1193.455984,1
6.118044266,-75.34792177,48.417018,8.228979,"  -8.994466",0,0.114794903,0.096906208,0.095017411,0.07337743,0.296117216,0.178186223,0.092762999,0.108954065,0.001408669,293.5024414,290.5065918,-0.457862049,-1.015506625,0.09412533,1.955379248,0.572472274,0.276217431,0.361392289,0.513972759,-0.000431373,3.236283064,0.071130432,2117.257568,55.13800049,205.3288574,151.2608032,0,4736.630859,1208.184082,2.434782609,0.11353823,0.09341446,0.088544484,0.069848233,0.291965887,0.169929545,0.090177662,0.081303724,0.001383906,293.3478605,290.4499229,-0.487356259,-1.041877953,0.079856481,2.214528986,0.572938316,0.275707955,0.369187564,0.521699761,0.015149744,3.135206615,0.075417822,2122.162162,67.92857143,198.3644692,148.89459,0,4736.429551,1208.66096,20.74193548,0.111403141,0.091938069,0.088910108,0.068116368,0.329398531,0.178083748,0.091110121,0.080642187,0.001411558,293.2139555,290.3300452,-0.547807783,-1.086598538,0.138196604,2.694681882,0.547184801,0.298245735,0.424892018,0.606489263,0.114156281,2.626874347,0.162590871,2119.588816,54.70638298,185.4302452,143.204599,0.185810811,4727.542757,1208.701183,1
6.118193192,-75.34793642,48.388628,8.240023,"  -8.966522",0,0.113581173,0.094719864,0.093717091,0.070575595,0.304222614,0.170284361,0.085669294,0.115139984,0.001347308,293.4658508,290.3681946,-0.455846965,-1.102099538,0.123965435,2.044844151,0.531446218,0.308351755,0.370439172,0.524707973,-0.002124075,3.345139027,0.074502639,2117.709473,64.12711334,220.4178772,155.4904785,0,4748.957031,1224.653198,5.010752688,0.113987342,0.093753731,0.08835626,0.069126463,0.288008067,0.166528708,0.088185818,0.080582915,0.001377482,293.3126495,290.4416054,-0.478224973,-1.06417124,0.076790914,2.167329392,0.568911297,0.278944503,0.363862,0.516365209,0.000686656,3.224982719,0.06446562,2121.894737,65.81944444,209.1048836,148.5470272,0,4749.318495,1223.610514,21.49456522,0.111529245,0.092007274,0.089000661,0.0679275,0.331719948,0.177708059,0.090767135,0.080585572,0.001412034,293.2475225,290.3488382,-0.548847483,-1.097125118,0.142290962,2.714567793,0.54369846,0.301375661,0.427397497,0.611145172,0.11722591,2.621398078,0.165804169,2119.315615,55.10729614,192.0182099,143.4630919,0.198653199,4739.632814,1226.280321,1
6.118342118,-75.34795229,51.192539,8.213728,"  -8.977796",0,0.114541069,0.093602076,0.087172121,0.064928733,0.270333737,0.145489246,0.073223524,0.105827101,0.001252656,293.0171509,290.1884766,-0.433742404,-1.264144182,0.093947262,1.901534081,0.502308428,0.334740758,0.338891178,0.486250252,-0.064951934,3.614623785,0.022593945,2118.381348,76.43840027,235.679306,160.0731659,0,4761.237305,1241.122314,6.079545455,0.113718391,0.093411053,0.087980022,0.068041492,0.290892267,0.165372868,0.08677538,0.080657908,0.001369561,293.3849449,290.478324,-0.483105894,-1.085952479,0.084989195,2.216189301,0.560655158,0.285439859,0.369755391,0.526370634,0.007468995,3.197885471,0.071949813,2121.526316,63.91549296,214.4565868,147.858041,0,4761.162366,1240.451667,21.44652406,0.111418087,0.091770328,0.088760906,0.067379376,0.335586922,0.177464019,0.090112899,0.08026528,0.001414851,293.2526076,290.3395557,-0.553145239,-1.113478159,0.149877456,2.767064942,0.537929822,0.306312975,0.432659522,0.619688499,0.124408986,2.600263916,0.172740875,2119.086093,56.68644068,196.5030938,142.6086031,0.227424749,4748.765542,1240.836059,1
6.118489823,-75.34796815,53.00399,9.104394,"  -8.073708",0,0.115263171,0.092660204,0.081518225,0.06030355,0.240711063,0.124509439,0.063079104,0.097232178,0.001206418,292.6731567,290.0569458,-0.418580174,-1.400490165,0.066126555,1.783529758,0.478826314,0.356455415,0.311901122,0.453004628,-0.113893561,3.794342518,-0.018499192,2118.379883,88.88587189,251.1071167,164.6536102,0,4773.429199,1257.456299,8.244444444,0.114310617,0.093946532,0.088206918,0.068334064,0.29129415,0.165335904,0.08722008,0.080762306,0.001365725,293.4058753,290.5054932,-0.48195996,-1.088712125,0.083494333,2.21524935,0.561509968,0.285448186,0.369260467,0.527254262,0.006842486,3.203090775,0.070897025,2121.342105,62.47887324,224.6376196,149.4616193,0.013157895,4776.496518,1259.448486,21.90026954,0.111425625,0.091686886,0.088804147,0.067043514,0.339488913,0.177362212,0.089698424,0.079948391,0.001416131,293.2849397,290.3537054,-0.555870179,-1.128339371,0.15696324,2.806528792,0.532735019,0.310942066,0.43728771,0.62733446,0.130404357,2.586354502,0.178841752,2118.917219,58.31223629,202.5319053,143.1241938,0.245847176,4761.557082,1259.264046,1
6.118638749,-75.34796815,52.860591,8.031147,"  -9.137576",0,0.114027619,0.092283249,0.080847457,0.061732072,0.245776549,0.129066437,0.068391487,0.095976122,0.00137362,293.2295532,290.3825684,-0.468126774,-1.290644526,0.046045855,1.985513926,0.509205818,0.327199429,0.329254091,0.475996435,-0.049825504,3.274292469,0.02270749,2118.243896,100.9141388,263.4434814,164.6642303,0,4786.791992,1273.925415,9.055555556,0.114190859,0.093899695,0.088227562,0.067685414,0.297031888,0.166023917,0.086889895,0.079999299,0.001361051,293.455566,290.530359,-0.487640687,-1.105043647,0.092708842,2.286524986,0.556469521,0.290081031,0.37707032,0.541033104,0.017515203,3.163263652,0.081210818,2120.986667,62.45454545,227.2185011,147.4890143,0.039473684,4787.005684,1272.964521,21.80697051,0.111382433,0.091639563,0.088821572,0.066940509,0.341195677,0.177183977,0.089552335,0.080018679,0.001415159,293.3020234,290.3623722,-0.557335326,-1.134693461,0.160021875,2.824092938,0.530245871,0.313137468,0.439341529,0.630524528,0.133345344,2.577285361,0.181677551,2118.584718,60.05833333,207.7523505,142.729011,0.26910299,4768.739546,1274.043558,1
6.118788895,-75.34796693,52.881397,8.074733,"  -9.085266",0.837115526,0.114409663,0.093608551,0.083265945,0.066164069,0.256718576,0.13741985,0.075350419,0.098045513,0.001465732,293.7419739,290.6939392,-0.50223434,-1.173179507,0.039022949,2.119312525,0.534431219,0.303497463,0.344397485,0.494587004,0.004741181,2.866943359,0.05777305,2119.268066,103.3574677,274.9764404,164.319519,0,4800.347656,1290.529419,9.811111111,0.11446991,0.093966039,0.088161309,0.067448147,0.295700792,0.164723668,0.085749846,0.08033255,0.001349044,293.3807217,290.4856358,-0.48153506,-1.114793939,0.092912452,2.262881494,0.553850551,0.292114201,0.374187408,0.537231116,0.008326032,3.239044636,0.074229844,2120.586667,63.9047619,234.55745,149.3252774,0.092105263,4801.421387,1290.166748,22.14933333,0.111211671,0.091375423,0.088703725,0.066369459,0.345709529,0.177441355,0.089293374,0.079690919,0.001418254,293.335011,290.3923012,-0.561716459,-1.149552565,0.16815944,2.876772632,0.524756275,0.317894803,0.445402705,0.640044949,0.141286283,2.555215382,0.189777839,2118.315615,61.74285714,212.9895292,142.9133855,0.297658863,4779.706981,1289.955039,1
6.118937821,-75.34796571,52.912124,8.127866,"  -8.070695",3.817162037,0.118184984,0.098445989,0.091955483,0.076606542,0.278411925,0.152764201,0.085160427,0.106755406,0.001397504,294.1305237,290.9514465,-0.502041817,-1.04529953,0.057817526,2.09635973,0.548233747,0.29197377,0.353172362,0.501788437,0.035772566,2.712161303,0.077173762,2120.612793,101.0696106,268.9580688,163.9729309,0,4813.828613,1306.998535,9.494623656,0.114479874,0.093960877,0.088123317,0.066999453,0.297922448,0.164751162,0.085313185,0.080067279,0.00134206,293.3920906,290.4939262,-0.483991406,-1.125490238,0.096661725,2.293938778,0.55174562,0.294319568,0.377661924,0.543919551,0.01265572,3.221011134,0.078596535,2119.948052,62.08064516,238.3438472,148.5372246,0.118421053,4814.983411,1307.368975,22.0136612,0.111109132,0.091292817,0.088701239,0.066095261,0.348565716,0.177206551,0.088883302,0.079583389,0.001420048,293.3505937,290.4014298,-0.564409347,-1.160166038,0.173902197,2.908828193,0.520106807,0.321714058,0.449175106,0.646068698,0.146358305,2.53880383,0.194826566,2118.03,63.21632653,218.341454,142.473761,0.32,4786.076485,1305.834384,1
