Latitude,Longitude,HS,UCL,LCL,Altitud_90m,Altitud_150m,Altitud_300m,Band_9_300m,Band_10_300m,Band_11_150m,Band_11_300m,Costo_mov_300m,Dist_Bosque_90m,Dist_Bosque_150m,Dist_Bosque_300m,Dist_corredor_90m,Dist_Corredor_150m,Dist_Corredor_300m,NBRI_300m,Resistencia_150m,Resistencia_300m,Label
6.011876561,-75.40634259,14.96557,4.946337,-5.600224,2236.230769,2237.8375,2239.340694,0.00193861,291.814456,289.7592403,289.3557789,3.349834983,790.9533103,795.2011815,800.0050378,4547.347012,4545.218874,4545.4452,0.084324014,120.9946051,120.1386898,1
6.011810643,-75.40642804,13.468023,5.017499,-5.545657,2236.758621,2238.4625,2239.147335,0.001940982,291.8011646,289.7516972,289.3411265,3.352348993,792.6211621,796.1415337,801.1969784,4532.965877,4536.690853,4538.950865,0.084471756,123.2393421,120.7078087,1
6.011720311,-75.40646466,14.07461,5.082939,-5.495498,2238.785714,2239.6625,2240.669811,0.001935704,291.7192592,289.7152695,289.2596785,3.338983051,783.4429468,786.8788509,797.5546316,4528.566685,4523.904126,4525.602259,0.083124018,123.1753943,120.4768576,1
6.011612889,-75.40646466,15.190008,5.126892,-5.995498,2239.90625,2240.9625,2241.674051,0.001929132,291.6780965,289.6941624,289.2203211,3.324503311,781.7782546,781.2707544,785.9709612,4513.344727,4514.422164,4515.6653,0.082187351,121.6898267,120.0098377,1
6.011506688,-75.40646466,16.319517,5.181725,-5.956067,2241.035714,2242.175,2242.842767,0.001927147,291.6261988,289.6716877,289.1706027,3.295681063,769.4956836,771.6194617,777.868386,4500.692854,4501.991918,4505.316931,0.081283283,120.4926133,119.1930464,1
6.011399266,-75.40646466,17.97318,5.226244,-5.927325,2243.758621,2243.875,2244.834891,0.001915818,291.4922172,289.5735153,289.053348,3.281355932,757.2641109,762.586425,767.2176509,4488.513654,4491.723817,4494.259261,0.078422978,118.7551266,118.7667525,1
6.011293065,-75.40646466,18.052406,5.287004,-5.882723,2245.655172,2245.2,2246.128125,0.001912192,291.4465878,289.5063225,289.0104984,3.26,752.1510162,751.8650881,754.9392999,4477.517465,4478.957796,4482.026469,0.078016012,117.9707197,118.0421099,1
6.011185643,-75.40646466,18.121758,5.337449,-5.848822,2248.178571,2246.75,2247.710692,0.001902428,291.3427985,289.4247276,288.9228214,3.235690236,738.1171494,741.4407043,750.1997073,4469.55692,4467.976582,4471.805614,0.075189838,116.9107081,117.3301312,1
6.011114842,-75.40653546,18.201728,5.394883,-5.811106,2248.724138,2247.390244,2247.69279,0.001904328,291.3260466,289.3519957,288.906745,3.22972973,737.5170746,741.9473917,746.3057743,4455.957275,4458.330703,4458.870654,0.077164285,117.5427221,117.4045303,1
6.011053807,-75.40662458,16.701378,5.474459,-5.752459,2247.964286,2246.8375,2246.706625,0.001909613,291.3303338,289.3287651,288.9077832,3.236666667,736.442385,740.3955825,746.7780686,4452.288676,4449.813965,4449.317564,0.079500577,117.6937366,117.8959232,1
6.010992772,-75.40671369,15.180018,5.53851,-5.709915,2248.137931,2247.125,2246.801887,0.001912076,291.3401572,289.2918335,288.9138791,3.234113712,741.8919326,742.4265586,747.0810879,4439.508601,4440.936067,4442.464039,0.080931722,117.4386709,118.1236989,1
6.010931737,-75.40680158,13.7071,5.656728,-5.613793,2249.5,2248.064103,2247.393651,0.001914469,291.2925696,289.2126887,288.8715194,3.228187919,740.8747629,744.4762819,746.8959774,4433.166539,4431.518587,4433.537655,0.080056357,119.7997534,118.4384361,1
6.010870701,-75.40688947,13.809992,5.205636,-5.54981,2249.142857,2247.487179,2246.860759,0.001928943,291.3018093,289.1328966,288.8787936,3.235880399,746.895704,746.7401492,747.2586551,4420.476994,4420.900747,4423.264359,0.081597125,120.478829,119.1056743,1
6.010810887,-75.40697858,13.364282,5.281047,-5.4966,2248.290323,2246.898734,2246.401869,0.001933229,291.3121701,289.1209477,288.8873561,3.238255034,746.3574219,746.3845524,747.5930319,4412.57183,4413.24468,4415.196312,0.083595096,120.9598269,119.6828824,1
6.010749852,-75.40706769,13.489757,5.389423,-5.951046,2248.366667,2246.691358,2246.267296,0.001932648,291.3044535,289.1233954,288.8801687,3.235099338,750.9867056,747.7586963,745.1980239,4401.600774,4402.316589,4404.035061,0.083945836,122.2671976,119.7745992,1
6.010688817,-75.40715558,13.594765,4.935679,-5.888178,2247.296296,2245.74026,2245.592476,0.001946512,291.3071541,289.1387492,288.8828019,3.235099338,750.2815317,749.4727441,747.0241447,4393.332444,4393.716383,4398.344022,0.085585529,122.7663604,120.4213342,1
6.010627781,-75.40724469,13.142286,5.006327,-5.841619,2247.068966,2245.8625,2245.892744,0.001952776,291.2738713,289.0415432,288.8533992,3.234113712,746.9842464,749.7824715,750.7550177,4380.913818,4384.082147,4387.634434,0.087279505,123.0009081,120.9758995,1
6.010545994,-75.40730451,13.269838,5.115493,-5.756968,2247.15625,2246.050633,2246.121875,0.001959982,291.2404782,289.0278969,288.8254063,3.232323232,749.9557401,748.2702249,744.1301846,4370.133283,4376.439273,4376.695244,0.08769228,123.9246668,121.7237372,1
6.010443455,-75.40733625,13.365667,5.192613,-5.704792,2247.448276,2246.746835,2246.9653,0.001956812,291.1904635,288.9519449,288.7818228,3.213815789,746.8658142,742.5018251,735.2124894,4363.796593,4364.198077,4366.191991,0.087548447,124.2317433,121.6726841,1
6.010340916,-75.40736676,13.506298,5.314043,-6.155114,2247.965517,2247.175,2248.559748,0.001962956,291.1066688,288.8669743,288.7125872,3.192567568,737.8913095,734.9321216,729.4308933,4352.807495,4352.097923,4354.490653,0.087384585,123.3062359,121.8295876,1
6.010238377,-75.4073985,13.615432,5.403471,-6.093275,2247.892857,2247.341772,2248.987302,0.001964795,291.0684745,288.8051294,288.6803262,3.184563758,731.6818041,727.8433376,721.2606,4342.230155,4339.541413,4340.583589,0.087658987,122.6467464,122.1031273,1
6.010135838,-75.40743024,13.714822,5.482636,-6.042425,2247.107143,2246.532468,2249.937888,0.001972275,290.9998868,288.7331868,288.6265307,3.165562914,725.6255071,719.5301779,715.2099825,4325.934044,4326.969553,4330.996248,0.087729643,122.6512264,122.0450395,1
6.010033299,-75.40746076,13.887682,5.62776,-5.936131,2246.931034,2247.5875,2251.13522,0.001977012,290.9347466,288.6360023,288.5708584,3.151315789,720.6800428,714.6907365,708.3277283,4315.23045,4315.664689,4317.660416,0.08885998,121.8072564,122.0829471,1
6.00993076,-75.4074925,14.195432,5.333672,-5.743528,2246.586207,2247.556962,2251.573668,0.001983365,290.8966055,288.5930006,288.5359779,3.132890365,712.8328748,707.027997,701.4047198,4304.581787,4305.004862,4304.287528,0.090078142,121.4537065,122.2001095,1
6.009836766,-75.40744367,15.037434,5.572925,-5.561791,2248.925926,2248.825,2253.867508,0.001975841,290.7898842,288.4494663,288.4475301,3.1,701.8376864,697.6782647,691.3190416,4296.318434,4294.853663,4300.378023,0.086872438,118.5903731,121.4241266,1
6.009742772,-75.4073924,15.446632,5.928954,-5.268315,2251.321429,2251.6125,2256.238994,0.001960996,290.6855116,288.2762787,288.3601606,3.067340067,684.5485513,684.6613827,678.6148099,4287.410575,4288.430844,4286.876496,0.085089084,118.165027,120.3733635,1
6.009647557,-75.40734113,15.558591,6.020328,-5.201159,2252.586207,2253.15,2257.792453,0.001957088,290.6361219,288.101733,288.3200739,3.043046358,681.0528377,673.9760539,665.757255,4278.12368,4275.720475,4279.704759,0.082105908,115.7919999,120.522384,1
6.009554783,-75.40728986,16.164111,6.043972,-5.200627,2254.142857,2255.2625,2260.078616,0.00194621,290.5582149,287.9881523,288.2499486,3.01,669.0390625,664.7343113,657.8309526,4268.643903,4269.946617,4273.366529,0.080007859,114.6109078,119.9566732,1
6.009459569,-75.40723859,14.575424,6.12427,-4.580526,2255.6,2257.3125,2261.944099,0.001943164,290.4801878,287.7957928,288.1865224,2.986710963,652.5099553,648.6421598,644.3218671,4262.574707,4260.310039,4262.883508,0.078765442,111.9203815,118.9982922,1
6.009365574,-75.40718732,15.814898,5.651808,-5.075899,2255.821429,2258,2263.647799,0.001939057,290.4099748,287.7061219,288.1273446,2.953642384,640.3999852,637.8095639,632.1396624,4252.990291,4249.972104,4252.967984,0.076576909,109.9559351,118.2078079,1
6.009291112,-75.40726056,14.338217,5.837298,-4.930533,2256.571429,2258.721519,2264.312303,0.001944535,290.3847842,287.6061687,288.1014991,2.94966443,639.3594538,636.638894,632.1956705,4237.409092,4242.888355,4246.991426,0.077114015,111.1976841,118.4322885,1
6.009217869,-75.40733869,14.513938,5.979674,-4.830393,2256.068966,2258.444444,2264.184953,0.001956888,290.3725174,287.6078235,288.09067,2.941979522,636.6504493,631.9057231,630.2027875,4236.542514,4232.038466,4233.915432,0.077463568,111.6527392,118.8277713,1
6.009144627,-75.40741803,14.190144,6.192478,-5.232758,2253.925926,2257.358974,2263.85443,0.001969708,290.3713913,287.6560833,288.0892327,2.946308725,634.5167345,633.6310548,627.8570562,4225.870605,4223.169864,4223.048653,0.077666785,112.1515456,119.1027784,1
6.009071385,-75.40749616,14.39329,6.36196,-5.111368,2253.107143,2256.128205,2263.579618,0.001982086,290.363253,287.7407892,288.0844839,2.930693069,634.0904044,629.7737827,625.2965949,4212.366211,4212.039197,4214.216956,0.079020861,113.1879873,119.8152276,1
6.008998143,-75.4075755,14.605952,5.963377,-4.983885,2254.034483,2256.55,2264.216981,0.001985107,290.342441,287.7393024,288.0608789,2.923076923,633.2969995,631.2643981,626.8698941,4201.207607,4202.508857,4205.95728,0.077654059,114.7230269,120.4420902,1
6.008924901,-75.40765363,13.092211,6.146741,-5.429042,2254.214286,2256.4375,2264.330189,0.001995572,290.3149249,287.7937557,288.0366192,2.922033898,629.1752951,626.5925425,622.1182026,4190.399449,4191.426366,4193.641014,0.076222878,115.0444726,120.5806473,1
6.008851658,-75.40773175,12.776052,6.379303,-5.251149,2252.482759,2255.1125,2263.210692,0.002011136,290.3742092,287.8929924,288.0820219,2.916666667,619.1478598,626.1104098,621.5607973,4185.962988,4184.919499,4180.551963,0.078931129,115.6408686,121.0744232,1
6.008778416,-75.40780988,11.804504,6.545071,-5.142556,2253.851852,2255.45,2263.937107,0.002026093,290.3390604,287.9378643,288.0534376,2.906976744,621.9713881,621.8875959,619.4327017,4171.455241,4171.223681,4174.407352,0.077051031,117.7405527,122.1490629,1
6.008705174,-75.40788922,12.047086,6.7607,-4.986824,2255.103448,2255.580247,2264,0.002031237,290.3141315,287.9229883,288.0326529,2.909090909,617.222607,620.0580578,619.2142584,4163.446359,4161.67512,4163.475497,0.075125005,117.8672837,122.5440974,1
6.008631932,-75.40796857,12.324144,6.418948,-5.391444,2252.642857,2254.475,2263.012618,0.002047244,290.3643502,288.0427773,288.0752137,2.91,615.7573155,617.0922058,616.1228699,4152.669861,4150.341829,4152.087352,0.076364363,119.5007893,122.5039864,1
6.00855869,-75.4080467,12.523425,6.593773,-5.265531,2253,2254.225,2262.981013,0.002063543,290.3426166,288.024065,288.062532,2.910299003,611.3759504,614.5222546,613.4894731,4140.274527,4140.699653,4141.046664,0.0763188,118.4620946,123.1765977,1
6.008485447,-75.40812482,12.736313,6.784765,-5.713486,2255.642857,2255.025316,2263.892405,0.002066059,290.3213865,287.9468871,288.0465787,2.897009967,611.4601733,610.2393281,611.1879927,4132.171565,4133.569837,4133.455265,0.074923785,119.80864,123.8889633,1
6.008412205,-75.40820295,12.927364,6.953536,-5.591503,2256,2255.265823,2263.800633,0.002080009,290.3205052,287.9616097,288.0461823,2.891891892,606.5317541,609.8784959,610.4022114,4121.20268,4120.500693,4123.926343,0.074557845,120.4773835,123.7968715,1
6.008338963,-75.40828107,13.108354,7.111852,-5.480803,2253.793103,2254.25,2262.707547,0.00210442,290.3775214,288.0295765,288.0930334,2.897009967,610.1248278,605.7374854,607.0977622,4113.323608,4110.259676,4112.816219,0.07444416,120.9971735,124.6509003,1
6.008265721,-75.40836042,13.344213,6.72028,-5.323233,2253.428571,2254.45,2262.584906,0.002112507,290.3767987,287.9875156,288.0948009,2.897009967,601.0705763,605.4788702,604.8708311,4102.81562,4102.408807,4102.911549,0.074779117,120.2589461,125.1643455,1
6.008192479,-75.40843976,13.021023,6.365296,-5.130961,2255.785714,2255.202532,2263.49375,0.002132355,290.3571546,287.9173831,288.0808064,2.890728477,598.238645,600.9779216,600.1886387,4088.264047,4093.831999,4093.832877,0.071912841,120.7766976,125.92499,1
6.008119237,-75.40851789,13.237251,6.5487,-5.004252,2254,2254.125,2262.355346,0.002149629,290.419514,287.9721901,288.1353857,2.892976589,601.9336504,603.3834498,599.1537815,4077.553554,4080.707613,4083.861568,0.074276998,122.1117869,126.3993779,1
6.008045994,-75.40859601,13.502498,6.167506,-5.446232,2254.448276,2253.765432,2262.354232,0.002158129,290.4163721,287.9600781,288.137013,2.893333333,600.1438991,599.5847395,594.0288145,4075.857234,4072.792509,4073.341909,0.072720924,122.3446449,127.3628765,1
6.007972752,-75.40867414,13.730556,6.355145,-5.322588,2256.518519,2254.468354,2262.5,0.002171024,290.416029,287.8744009,288.1407239,2.886287625,598.3710233,602.1870707,590.2669609,4057.241812,4058.610743,4063.67812,0.07271881,122.3689869,127.5334648,1
6.007888524,-75.40872785,13.872602,6.467298,-5.257766,2256.655172,2254.730769,2263.240506,0.002180983,290.4073779,287.794299,288.1318746,2.886287625,593.7738391,594.4631308,586.6818905,4050.849243,4049.279027,4054.48325,0.070703476,122.6006055,128.2518059,1
6.007782322,-75.40872052,13.425303,6.616712,-5.762544,2257.37931,2256.493671,2264.487421,0.002180368,290.380991,287.7203887,288.1121338,2.86440678,580.0460698,584.5954333,575.9530008,4033.842791,4041.091591,4042.994795,0.069126895,122.1205656,128.0870813,1
6.007674901,-75.40871564,13.676013,6.825551,-5.629834,2261.535714,2260.1625,2266.348101,0.002183381,290.3342098,287.5470169,288.0729064,2.835526316,574.6556128,576.3616528,565.0950272,4027.479624,4027.914366,4030.075179,0.064371986,124.1527031,127.8547269,1
6.007567479,-75.40870954,14.006034,7.598882,-5.215422,2261.321429,2260.2,2267.323899,0.002184336,290.3140227,287.5284271,288.0559527,2.810169492,561.4227308,566.6275965,559.9788617,4021.090088,4014.738253,4017.001641,0.061260599,124.879943,127.7779797,1
6.007460057,-75.40870343,14.352223,7.907579,-5.626175,2263.5,2263.666667,2269.314286,0.002185792,290.2742244,287.413487,288.019813,2.799331104,556.6877582,556.2488813,547.2404158,4004.091928,4006.559206,4005.658686,0.057270293,126.7015067,127.4762074,1
6.007353856,-75.40869733,12.72764,8.189001,-5.426915,2266.241379,2265.481481,2270.949843,0.002185091,290.2312103,287.3413044,287.98161,2.774086379,545.1877087,547.0541603,536.8679241,3991.345485,3995.959296,3996.744422,0.052079086,127.3398944,126.7947708,1
6.007246434,-75.40869123,13.020223,7.806921,-5.877999,2266.448276,2267.2375,2272.357367,0.002193247,290.2139056,287.3135639,287.9649232,2.758503401,533.8633176,538.3173053,526.9160605,3985.055987,3982.319095,3985.951395,0.04910913,129.1546955,126.8801701,1
6.007140233,-75.40868634,13.173202,7.945741,-5.776345,2270.655172,2270.192308,2274.580952,0.002193412,290.1252387,287.2168501,287.8881115,2.740863787,530.8164368,530.9940043,514.4705858,3967.998976,3969.398678,3973.719547,0.042925958,130.2382533,126.6244352,1
6.007032811,-75.40867902,13.39942,7.502365,-5.602203,2271.206897,2271.6125,2275.657321,0.00219648,290.103989,287.2298203,287.8665145,2.720538721,516.5233521,518.033488,508.716226,3959.820496,3960.0338,3963.735481,0.041045873,129.4997701,126.23467,1
6.006935155,-75.4087132,13.594377,7.6752,-5.478527,2272.107143,2273.0375,2276.66877,0.002198194,290.0935962,287.2210743,287.8570726,2.711864407,511.430346,512.4340862,498.9333194,3944.63467,3947.350798,3951.952309,0.039287704,130.9474082,126.138044,1
6.006843602,-75.40876935,13.904219,7.298889,-5.91177,2272.517241,2273.142857,2276.750789,0.002211618,290.0713197,287.1510152,287.8326658,2.696666667,514.3783449,510.3008732,491.6300698,3938.281175,3937.84339,3940.074654,0.035763712,133.1597401,125.8704133,1
6.006752049,-75.40882306,13.447571,7.47677,-5.791677,2272.535714,2272.790123,2277.135647,0.002216359,290.0462016,287.187182,287.8114686,2.69023569,506.4287818,506.1346158,486.9744749,3920.89917,3924.902611,3929.734085,0.033115238,132.7384998,126.1113704,1
6.006659276,-75.40887921,10.418156,7.081143,-5.599509,2272.535714,2273.164557,2277.201893,0.002224797,290.0502848,287.178189,287.8152205,2.688963211,506.2973775,501.1488861,480.4269121,3919.464111,3916.419684,3917.047742,0.031558736,133.3727729,126.6041104,1
6.006567723,-75.40893415,10.198875,6.82846,-5.979116,2274.103448,2274.1375,2278.257053,0.002221072,289.9973279,287.1720657,287.7646161,2.682274247,500.0765862,496.2404727,474.4868704,3900.828144,3902.223238,3906.041875,0.026399442,133.4595785,126.7171372,1
6.00647617,-75.40898908,10.675646,7.271422,-5.664629,2274.535714,2274.025316,2278.258675,0.002230994,289.9997926,287.1700478,287.7668678,2.668918919,497.4769556,493.7391946,470.9252417,3894.438494,3892.691021,3894.063837,0.023729335,134.0737392,126.6794157,1
6.006383397,-75.40904523,10.339953,7.59726,-5.430532,2275.111111,2272.948718,2278.157233,0.002236927,289.9846212,287.1733485,287.7552151,2.666666667,492.9568318,488.0835872,464.0230775,3879.259059,3881.702492,3881.396671,0.020630581,137.4977669,126.758576,1
6.006290623,-75.40909894,9.296577,7.915213,-5.898423,2276.827586,2274.987342,2279.015674,0.002235336,289.9760974,287.231115,287.7426248,2.655629139,492.3292433,482.1918283,454.4682309,3871.1475,3867.640604,3870.328435,0.018280731,138.6750128,127.0965995,1
6.006195408,-75.40914045,9.614571,7.527472,-6.386524,2277.4,2276.37037,2279.586207,0.002234514,289.9541171,287.2017024,287.7248789,2.65,483.0198582,476.8296765,448.4512917,3852.304246,3856.312722,3860.22879,0.01528345,139.8373288,126.9418802,1
6.006087987,-75.40914045,9.22261,7.822062,-6.183421,2278.962963,2277.641975,2280.630915,0.002233193,289.9288494,287.2141727,287.7015508,2.64,482.2981469,466.9835994,440.0794102,3852.304246,3849.264742,3847.864854,0.011710878,139.2564802,126.6908068,1
6.005980565,-75.40914045,9.524942,8.114884,-5.985696,2280.366667,2279.518519,2281.93125,0.002227295,289.8936667,287.2113825,287.6729224,2.612582781,465.4755226,457.4221525,429.7307738,3834.018264,3837.883375,3839.058271,0.008628982,140.2924542,125.7693048,1
6.005874364,-75.40914045,9.799369,7.670614,-5.811501,2281.758621,2281.475,2282.902516,0.002229618,289.8856638,287.1965004,287.6670343,2.595394737,460.9677407,450.9558931,422.5675102,3822.551138,3823.041649,3825.294636,0.005010294,140.4312699,125.6026186,1
6.005766942,-75.40914045,9.954252,7.818146,-6.422557,2283.517241,2283.075,2284.22956,0.002221686,289.8600958,287.1855904,287.6409488,2.572847682,448.4212494,440.6735368,412.339648,3813.017773,3811.595407,3812.167726,0.001123344,139.2492594,124.8420697,1
6.00566074,-75.40914045,10.110484,7.966919,-6.323519,2285.3,2285.259259,2285.399371,0.002219728,289.8496039,287.1730004,287.6330342,2.566666667,443.6106873,433.8364709,404.5388285,3795.473105,3797.426969,3805.580981,-0.002353075,138.3142495,124.7907835,1
6.005553319,-75.40914045,10.296776,8.145639,-6.195275,2285.807692,2286.275,2286.335443,0.002211464,289.8270934,287.1590755,287.6134963,2.545150502,438.5745566,425.1056919,394.1022823,3792.81343,3789.785201,3791.623453,-0.00583956,139.6202397,124.4229299,1
6.005445897,-75.40914045,10.506265,8.347443,-6.0447,2287.433333,2287.814815,2287.448276,0.00220082,289.8169767,287.1470593,287.6026551,2.526666667,426.7830996,416.8971948,386.7360856,3777.983301,3778.415064,3780.647931,-0.008555726,137.1878024,123.4932401,1
6.005338475,-75.40914045,10.688664,7.799836,-5.922098,2289,2288.8375,2288.213836,0.002203155,289.7952767,287.1433197,287.5865249,2.511627907,417.7578071,409.3603311,378.8248348,3763.091449,3767.105915,3768.075606,-0.014236803,137.5453999,123.1864885,1
6.005279881,-75.40920392,10.914839,7.288647,-5.765646,2289.888889,2288.525641,2288.316456,0.002202524,289.7816967,287.1089391,287.5737898,2.518518519,417.3472748,407.7269584,377.6662062,3761.482352,3759.748229,3760.032476,-0.016723695,138.7244187,123.9149462,1
6.005250584,-75.40930768,11.088847,7.445993,-6.396852,2287.407407,2287.441558,2286.867508,0.002216145,289.7973857,287.079291,287.5888151,2.526845638,422.0776934,407.4863803,376.1745982,3751.392696,3753.30316,3753.99813,-0.015587124,139.4649459,124.5901611,1
6.005222508,-75.40941144,11.315913,7.656174,-6.250834,2286.724138,2285.9,2285.704403,0.002224711,289.7855703,287.1128532,287.5787362,2.540268456,419.0236086,409.5425082,376.4752312,3749.21874,3746.382612,3745.069368,-0.013966205,139.6165922,125.4479564,1
6.005194432,-75.4095152,10.795237,7.118385,-6.118281,2286.275862,2285.125,2284.820189,0.002229343,289.7801283,287.1266079,287.5759606,2.554817276,429.36453,412.415094,373.4889701,3736.848314,3738.244751,3742.701157,-0.014043086,141.0755602,126.0796114,1
6.005165135,-75.40961896,10.351137,7.39578,-5.903325,2285,2283.683544,2283.378549,0.002239308,289.7635994,287.1398872,287.5635752,2.56,421.2244387,405.5109948,374.196312,3734.897803,3736.476942,3736.131598,-0.01022371,140.6051318,126.9339202,1
6.005126072,-75.40970319,10.523208,7.554743,-6.545465,2284,2282.8,2282.677116,0.002242644,289.770008,287.1671764,287.5692594,2.57,418.1824658,402.7178537,372.0833221,3726.537529,3727.849335,3732.504854,-0.0089706,140.8687502,127.6875835,1
6.005021092,-75.40967755,10.640772,7.664332,-6.473756,2285.703704,2283.683544,2283.958991,0.002241742,289.774004,287.1634591,287.5742855,2.552980132,415.4726432,395.8335892,363.5615706,3718.153715,3717.071963,3720.604248,-0.011306513,140.5428135,127.1756028,1
6.004918553,-75.4096507,10.401876,8.105656,-5.671663,2287.517241,2285.382716,2285.459375,0.002235681,289.7676014,287.1274599,287.5699727,2.524916944,403.2561537,388.8450842,355.7568278,3710.461153,3707.889465,3708.51966,-0.014986999,139.3517241,126.1545848,1
6.004813572,-75.40962506,10.516212,8.213392,-5.603529,2288.068966,2286.425,2286.336478,0.002231558,289.7685679,287.1085907,287.5729942,2.501683502,396.463076,380.2706742,347.1065253,3696.123535,3696.446138,3698.584432,-0.017433661,136.7385471,125.4283739,1
6.004709813,-75.40959943,10.654619,8.345092,-5.512072,2289.928571,2287.9375,2288.100946,0.002216603,289.7696688,287.1056465,287.5771635,2.489932886,389.6063952,374.7028411,341.2880755,3685.490025,3687.907503,3687.770798,-0.02121821,136.0265207,125.0253256,1
6.004606053,-75.40957257,10.778716,8.462373,-6.207799,2291.038462,2288.7125,2289.302839,0.002201287,289.7527877,287.0838634,287.5659396,2.465346535,383.841021,367.3697777,331.274109,3677.285494,3676.908084,3678.675205,-0.022313024,133.8720934,123.9781057,1
6.004537694,-75.40953351,10.875664,8.556759,-6.129639,2291.896552,2290.050633,2290.697161,0.002198289,289.7559644,287.1097296,287.5687466,2.441077441,378.8562763,364.7325364,328.883651,3670.892229,3669.173738,3673.544144,-0.024765374,133.1781894,123.6519059,1
6.004599949,-75.40944684,10.558605,8.253233,-5.579001,2292.15625,2290.95,2291.35443,0.002197573,289.7592735,287.1016968,287.5693734,2.445182724,377.2055822,360.6185824,329.1552048,3677.175576,3677.368028,3682.359239,-0.027106589,131.7158421,122.7901562,1
6.004662205,-75.40936017,10.291334,7.999278,-5.753062,2292.793103,2291.604938,2291.752351,0.002190863,289.7674697,287.1006794,287.5754353,2.438538206,379.9574977,367.4276921,331.4482023,3688.288095,3687.68953,3686.992713,-0.027277237,130.86872,122.6043722,1
6.004725682,-75.40927228,10.050182,7.771229,-5.902488,2293.333333,2293.303797,2292.873817,0.002184075,289.7872876,287.119148,287.5905186,2.437288136,382.0162647,369.7011633,335.8178162,3691.344378,3697.672241,3700.718975,-0.028970176,131.8696375,122.0893357,1
6.004787938,-75.40918439,9.789361,7.523305,-6.07303,2294.107143,2293.113924,2293.201893,0.002180423,289.7697795,287.1109422,287.5752651,2.43,377.9667653,369.8492965,338.5575436,3702.061227,3705.310775,3709.195799,-0.026832939,130.1344132,121.5262934,1
6.004850194,-75.40909772,9.98227,7.781917,-6.153655,2294.275862,2293.518519,2293.799373,0.002172598,289.7721473,287.1185936,287.5749791,2.42384106,380.5867896,368.9730907,340.1281264,3714.383733,3714.869371,3718.857197,-0.026983794,129.2695331,120.8214538,1
6.00491367,-75.40901105,9.747959,7.559046,-6.304069,2295.892857,2294.696203,2295.04127,0.002159631,289.7716817,287.2223464,287.5709818,2.417218543,382.5397328,373.0512608,340.7893782,3722.589252,3723.400088,3725.47118,-0.027134479,128.0723465,120.191212,1
6.004977147,-75.40892316,9.494432,7.31681,-5.748922,2296.464286,2295.443038,2295.952681,0.002152833,289.7779072,287.2456198,287.5729614,2.422818792,377.6518555,370.4371125,345.8744113,3733.532619,3734.253611,3735.880186,-0.024511947,128.4082263,120.1711109,1
6.005066258,-75.40886945,10.682839,7.071332,-5.930095,2295.931034,2295.2625,2295.163522,0.002154559,289.7671349,287.2302113,287.5623618,2.42,376.9217976,374.9443215,349.9276089,3741.357535,3745.365507,3747.045374,-0.021028113,128.6115862,119.5063801,1
6.005165135,-75.40882795,10.466028,7.590746,-6.066846,2295.413793,2295.432099,2295.301887,0.002149953,289.7675569,287.2434832,287.5623425,2.433774834,385.908347,377.1731116,354.5662789,3757.169894,3756.643753,3758.763921,-0.016874095,130.147467,119.6905796,1
6.005262791,-75.40878522,10.923105,8.061781,-6.24484,2295.333333,2294.949367,2294.807571,0.002150408,289.7686739,287.264169,287.5615342,2.43812709,385.5578548,384.9746744,362.7938378,3768.363255,3767.458297,3770.105499,-0.015392412,131.2979723,119.7169131,1
6.005361668,-75.4087425,10.692125,7.844688,-6.392496,2295.689655,2295.474359,2294.436306,0.002152294,289.7524157,287.2924546,287.5504679,2.441077441,391.6196054,389.8934682,369.1495526,3783.568891,3780.305776,3783.506387,-0.011955352,132.6525272,119.3763401,1
6.005460545,-75.40870099,10.428265,7.594497,-5.865899,2295.137931,2295.45,2294.708464,0.002154608,289.7613505,287.2963192,287.5581902,2.455445545,397.8576546,394.6395348,372.4060371,3789.931434,3791.684056,3794.092286,-0.009268001,132.089786,119.8052607,1
6.005558201,-75.40865705,10.202476,8.087242,-6.014314,2295.148148,2295.177215,2294.18038,0.002164091,289.7641701,287.2967228,287.5586529,2.474747475,397.7078945,400.5447457,381.1254708,3807.0433,3803.506351,3806.306315,-0.006397034,130.6422733,120.1313367,1
6.005657078,-75.40861554,10.694909,7.887846,-6.147467,2294.387097,2294.556962,2293.795031,0.002169773,289.7647321,287.3156178,287.5590493,2.473154362,402.3571355,403.520365,386.3304554,3813.002288,3815.784727,3819.189442,-0.00329856,129.5749995,119.7980168,1
6.005755955,-75.40857282,10.421685,8.326172,-5.643915,2293.448276,2294.3,2293.341693,0.002175705,289.7658878,287.3404053,287.5624315,2.483443709,407.0112109,407.9263165,392.8130166,3826.987615,3824.003545,3827.218469,-0.000825815,128.5488046,119.8532682,1
6.005853612,-75.40853009,10.116825,8.036601,-5.831563,2292.448276,2292.7,2292.512579,0.002180191,289.7627,287.2969105,287.5630772,2.493333333,413.2117386,412.7715483,398.8157153,3840.155012,3837.865662,3840.359632,0.001625202,127.5450127,119.91936,1
6.005952489,-75.40848859,9.69545,8.321183,-6.108614,2291.846154,2294.3125,2292.542587,0.002188076,289.7780715,287.3244312,287.5757758,2.501672241,419.5216014,419.2618111,404.5208386,3848.86329,3851.202957,3853.146961,0.005040718,126.997688,119.8003478,1
