Latitude,Longitude,HS,UCL,LCL_,Altitud_90m,Altitud_150m,Altitud_300m,band_9_300m,band_10_300m,band_11_150m,band_11_300m,Costo de Movimiento_300m,Distancia a Bosque_90m,Distancia a Bosque_150m,Distancia a Bosque_300m,Distancia a corredor biologico_90m,Distancia a corredor biologico_150m,Distancia a corredor biologico_300m,NBRI_300m,Resistencia_150m,Resistencia_300m,Label
6.146004471,-75.37234438,-25.563928,7.591815,"  -7.710836",2089.411865,2096.064935,2096.138614,0.001800517,294.0210327,291.0382126,291.3696302,2.161716172,2995.135986,2996.434681,3001.917699,2689.375244,2689.794233,2690.781675,-0.14558546,177.9369606,165.4114787,0
6.145871415,-75.37241396,-25.601273,7.881277,"  -7.572208",2090.13916,2096.434211,2096.48495,0.001795272,294.1126682,291.0909995,291.4553011,2.132890365,3010.93335,3010.794173,3013.822788,2672.940918,2674.734151,2677.898857,-0.14668415,175.0947774,164.5174021,0
6.145739579,-75.37248231,-25.558844,8.345745,"  -6.433178",2092.179688,2095.921053,2096.853821,0.001789315,294.1246356,291.1739914,291.4714948,2.106666667,3026.532227,3029.938412,3030.042554,2656.699951,2655.482782,2661.294885,-0.144845665,172.9507153,163.2353568,0
6.145607743,-75.37255189,-25.405937,8.19746,"  -6.835639",2094.62207,2096.342466,2097.363333,0.001783691,294.1946222,291.2375688,291.5286775,2.084175084,3042.26123,3043.348886,3045.594713,2640.393799,2641.244889,2644.742708,-0.146350336,170.6319593,162.1885356,0
6.14558577,-75.37268617,-26.259023,8.269025,"  -6.781663",2095.905273,2095.56,2096.7,0.001779432,294.2700849,291.3637494,291.5994171,2.080536913,3054.558105,3054.239776,3057.072111,2629.693115,2631.847679,2635.130037,-0.146801793,171.5206457,161.6768525,0
6.145589432,-75.37283632,-26.313565,8.227971,"  -6.828596",2096.275635,2093.890411,2096.181208,0.001778014,294.3066344,291.3954581,291.6349126,2.074576271,3066.196045,3065.269123,3069.427903,2620.374512,2622.938232,2625.081347,-0.14404194,172.138112,161.446258,0
6.145593094,-75.37298647,-26.333652,8.222621,"  -7.726428",2095.606689,2092.432432,2095.180602,0.001781068,294.3369389,291.4842899,291.6643922,2.07641196,3077.853516,3075.632028,3081.561357,2611.086426,2615.068164,2615.23096,-0.145613868,173.6014085,160.5538509,0
6.145597977,-75.37313661,-26.239456,7.446332,"  -7.623626",2095.617432,2091.460526,2094.682274,0.00178094,294.3722324,291.6206501,291.6968582,2.071672355,3089.482422,3092.070843,3092.7496,2602.013672,2601.503466,2606.744309,-0.144425892,173.64187,160.5554475,0
6.145601639,-75.37328676,-26.207795,7.494276,"  -8.469863",2096.279053,2090.69863,2093.837838,0.001785823,294.3678205,291.8064394,291.6952909,2.07615894,3101.236084,3101.250305,3103.020673,2592.881836,2595.099336,2598.801835,-0.141310979,174.020894,160.0108117,0
6.145605301,-75.3734369,-26.274157,8.332129,"  -8.527344",2097.820557,2090.039474,2093.340067,0.001783624,294.3789244,292.0040827,291.7087059,2.068259386,3113.041504,3114.371386,3115.829184,2583.836914,2584.079098,2589.352102,-0.13734896,173.4735948,159.9633758,0
6.145610184,-75.37358583,-26.198995,8.425227,"  -7.555183",2099.688477,2089.763889,2092.565657,0.001790859,294.3673078,291.9233496,291.7019326,2.072607261,3124.69751,3125.580189,3126.810202,2575.051758,2576.037793,2580.786991,-0.131106019,171.7311471,159.4041952,0
6.145613846,-75.3737372,-26.239687,8.403095,"  -7.585881",2099.233398,2089.421053,2092.016722,0.001791653,294.390941,292.10491,291.7287136,2.06779661,3136.683105,3136.671795,3140.701828,2566.072998,2567.933716,2570.099444,-0.128312657,172.2956379,159.3755835,0
6.145617508,-75.37388612,-26.263107,8.398862,"  -7.598970",2098.346436,2089.094595,2091.201342,0.001798724,294.3986081,292.1146658,291.7378539,2.066445183,3148.522461,3149.122581,3150.356561,2557.337891,2558.924645,2563.325496,-0.123687681,170.5111977,159.6187645,0
6.145612626,-75.37403383,-26.118587,6.785319,"  -7.443397",2097.340088,2088.684211,2090.37,0.001802709,294.4129309,292.243616,291.7557998,2.060606061,3160.927246,3164.083577,3165.020103,2547.93335,2547.089746,2552.126619,-0.117432695,167.6081114,159.0331552,0
6.145529618,-75.37415956,-26.111159,7.706975,"  -7.422190",2096.677734,2088.695652,2089.880952,0.00180082,294.4395918,292.3450683,291.7898862,2.050505051,3177.398193,3179.252135,3180.354254,2532.68042,2532.811546,2537.54443,-0.113793314,166.4242633,159.0619262,0
6.14544661,-75.37428407,-26.182696,6.757112,"  -8.377394",2093.392578,2088.974026,2089.739274,0.001806047,294.4997505,292.4271345,291.8470907,2.042763158,3193.748047,3195.154357,3200.548002,2517.486572,2517.832105,2519.204051,-0.116101909,164.9722297,158.8564443,0
6.145363602,-75.37440858,-26.165526,6.786294,"  -7.463142",2090.815918,2088.933333,2089.356667,0.001810889,294.5306817,292.5825711,291.8874465,2.023333333,3210.13501,3210.313875,3212.608566,2502.340576,2504.026235,2507.328199,-0.112442449,161.9246105,158.3024869,0
6.145280594,-75.3745331,-26.22883,6.735392,"  -7.519406",2088.733643,2089.052632,2089.208609,0.00180912,294.638039,292.6885933,291.9815808,2.020338983,3226.510986,3227.22774,3232.1789,2487.205566,2488.448206,2489.397733,-0.113334163,162.1040572,157.4194374,0
6.145197586,-75.37465761,-26.23901,6.738007,"  -7.522325",2086.950439,2089.236842,2088.983165,0.001811154,294.719539,292.7762281,292.0625537,2.01650165,3242.865723,3244.202799,3245.169023,2472.060547,2473.01926,2477.277912,-0.118375298,159.7146577,156.1038848,0
6.145114579,-75.37478212,-26.231671,7.650161,"  -7.507501",2086.625244,2089.394737,2088.832215,0.001811691,294.7762893,292.9179274,292.1271521,2.006688963,3259.257568,3260.246601,3262.577688,2456.979248,2458.068844,2462.061938,-0.115036777,160.5023555,155.8802745,0
6.145031571,-75.37490785,-26.224635,7.671152,"  -8.384747",2087.402588,2089.386667,2088.636667,0.00181828,294.803982,292.8364597,292.1556589,2,3275.728027,3275.483517,3278.125302,2441.797607,2443.830688,2447.363975,-0.115347921,160.5009347,154.8912251,0
6.144948563,-75.37503236,-26.191131,7.719022,"  -8.343682",2087.990723,2089.25,2088.333333,0.001827653,294.828867,292.8378516,292.186804,2,3292.114014,3291.676751,3295.55862,2426.756836,2429.414161,2430.782757,-0.115056808,158.3986056,154.5729501,0
6.144865555,-75.37515688,-26.22822,7.695278,"  -8.373748",2087.802246,2088.934211,2088.183333,0.001836879,294.8405554,292.8232035,292.2084959,2,3308.479492,3308.762095,3311.032715,2411.681641,2413.791312,2417.678382,-0.107480421,159.8436716,153.6475003,0
6.144782547,-75.37528261,-26.194177,7.743045,"  -8.332481",2088.662109,2088.452055,2087.851852,0.001839893,294.8277403,292.8104748,292.2041813,2,3324.985352,3326.54462,3329.650094,2396.617432,2396.945971,2399.928514,-0.103714699,162.2117502,152.957737,0
6.14469954,-75.37540712,-26.140327,7.80815,"  -8.272708",2089.471436,2088.16,2087.642384,0.001851625,294.8195198,292.8765575,292.2085118,2,3341.361572,3342.26301,3345.985216,2381.595947,2383.278166,2385.006953,-0.093817819,162.0457641,152.3800475,0
6.144577469,-75.37548036,-26.097935,6.971366,"  -8.222637",2091.385986,2088.210526,2087.666667,0.001861535,294.7926142,293.0138962,292.192712,2,3356.407959,3357.564426,3357.680126,2365.837891,2366.398305,2372.4868,-0.088168136,159.04072,151.2857322,0
6.144437088,-75.37553285,-26.185108,7.798297,"  -8.299105",2094.101563,2088.188406,2087.682594,0.001863706,294.7517422,293.1697003,292.1637952,2,3371.140381,3371.596874,3374.967525,2349.576416,2351.509168,2353.636346,-0.082856937,159.84575,150.9953238,0
6.144296708,-75.37558534,-26.212193,7.794749,"  -7.418883",2095.805664,2088.426667,2087.86711,0.00186747,294.7196764,293.3749475,292.1453901,2,3385.87085,3385.91372,3388.223556,2333.29834,2335.125095,2339.223362,-0.075264454,157.1780934,150.2965254,0
6.144157547,-75.37563783,-26.259692,7.774015,"  -7.451591",2097.121094,2088.276316,2088.053512,0.001875082,294.6743668,293.2633737,292.1101107,2,3400.536621,3399.828411,3405.035887,2317.138672,2319.779736,2320.852862,-0.069411908,158.1700281,150.3007278,0
6.144018387,-75.37569032,-26.273894,7.789837,"  -8.345614",2096.803467,2088.381579,2088.063333,0.001877997,294.6612316,293.3431721,292.0931462,2,3415.200439,3415.731419,3418.382436,2300.962891,2302.367328,2307.009064,-0.068223336,156.780667,149.703864,0
6.143878006,-75.37574159,-26.308566,7.788484,"  -8.362750",2096.451416,2088.328947,2088.192691,0.001879353,294.63616,293.360358,292.0624805,2,3429.885986,3428.883728,3432.135819,2284.757324,2287.801311,2290.561677,-0.070028324,155.7749477,149.3370308,0
6.143737626,-75.3757953,-26.363794,7.769909,"  -8.398687",2093.155762,2087.853333,2088.21,0.00187289,294.6775805,293.3438461,292.0924038,2,3444.788818,3445.607785,3445.436936,2268.440918,2269.490766,2275.740436,-0.074105491,154.5923295,148.6051913,0
6.143598465,-75.37584657,-26.322766,7.850965,"  -8.336592",2089.731445,2087.956522,2088.249147,0.001872954,294.6689998,293.2817839,292.0784623,2,3459.424805,3460.043668,3462.956135,2252.382813,2253.535341,2256.648014,-0.07349182,154.5930796,148.116244,0
6.143458085,-75.37589906,-26.329223,7.887961,"  -8.320179",2088.733887,2086.986842,2088.35906,0.001870108,294.6351058,293.1618187,292.0387959,1.98,3474.251709,3475.48096,3477.202039,2236.124756,2236.715027,2241.626652,-0.073565627,154.1928166,147.2530473,0
6.143317704,-75.37595155,-26.320248,7.943864,"  -8.286505",2088.811768,2086.84,2088.385382,0.001865616,294.626019,293.0935555,292.0178318,1.976430976,3489.100342,3489.788076,3492.53647,2219.868408,2220.950857,2224.770737,-0.073831869,154.6956395,146.722233,0
6.143178543,-75.37600404,-26.259677,8.054894,"  -8.199376",2088.416504,2086.506494,2088.561056,0.001859407,294.6500552,292.9687692,292.0354314,1.953020134,3503.857666,3504.577369,3504.831239,2203.712646,2204.651274,2211.450403,-0.076062061,154.0641717,145.9685811,0
6.143038163,-75.37605653,-26.174417,8.194202,"  -8.085670",2087.229736,2086.041667,2088.356902,0.00185903,294.6558613,292.9009201,292.0386039,1.943143813,3518.748779,3517.7253,3521.224893,2187.496094,2190.448024,2193.09959,-0.0740816,152.3584483,145.1184488,0
6.142899002,-75.37611024,-26.208798,8.216861,"  -8.090030",2085.319092,2085.855263,2088.662252,0.001854841,294.6739268,292.8048122,292.0384567,1.916666667,3533.649414,3535.833278,3536.352765,2171.314941,2171.356855,2176.890591,-0.07315752,151.0683118,144.9413407,0
6.142761063,-75.3761664,-26.254538,8.231202,"  -8.104149",2083.040771,2086.013889,2088.754209,0.001785919,294.6948749,292.7986545,292.0514687,1.899665552,3548.670166,3548.472081,3553.829585,2155.103516,2156.889179,2158.441452,-0.074514678,149.3031383,144.4586729,0
6.142621903,-75.37622255,-26.248491,8.30096,"  -8.064569",2082.669434,2085.805195,2088.9967,0.001789276,294.6880454,292.6400173,292.0361297,1.874172185,3563.783447,3565.52792,3566.605538,2138.761719,2138.921133,2145.13952,-0.076255874,150.5250014,144.3227722,0
6.142482743,-75.3762787,-27.146911,7.469955,"  -8.016537",2082.93042,2085.921053,2089.062914,0.001784159,294.7120975,292.5786968,292.0545991,1.852348993,3578.913086,3578.853924,3582.087216,2122.418701,2125.059265,2127.741253,-0.08228578,149.4632178,144.0463631,0
6.142344803,-75.37633363,-27.07495,7.613118,"  -7.905228",2083.851807,2086.421053,2089.220736,0.001780652,294.7019517,292.5907224,292.0410719,1.823920266,3593.872559,3594.044524,3594.517879,2106.299561,2108.131838,2113.682017,-0.079926655,147.7491346,143.3502865,0
6.142206864,-75.37638979,-27.069417,7.681861,"  -7.864763",2085.071289,2086.898551,2089.375427,0.001779242,294.6609092,292.5115538,291.9980609,1.797979798,3608.949707,3608.581592,3611.675343,2090.11792,2092.806484,2095.412757,-0.076776576,147.7905011,143.5297314,0
6.142067704,-75.37644472,-27.018557,7.785008,"  -7.785008",2086.449463,2087.539474,2089.809365,0.001778819,294.6687855,292.5867935,291.9979118,1.765100671,3624.021973,3625.906796,3626.935421,2073.878418,2074.123384,2079.72123,-0.078627905,149.3889882,143.2212322,0
6.141928543,-75.37650087,-27.060916,7.797213,"  -7.797213",2087.600586,2087.907895,2090.099338,0.001778286,294.628516,292.5695288,291.9588013,1.740740741,3639.207764,3640.348225,3643.559969,2057.566162,2058.39912,2061.717594,-0.07560083,151.0017409,144.2108458,0
6.141790604,-75.37655702,-26.985615,7.929379,"  -7.690487",2087.969238,2088.61039,2090.438944,0.001777618,294.6216427,292.522504,291.9526141,1.704697987,3654.297363,3655.289073,3655.019458,2041.350098,2042.165797,2049.439925,-0.073106473,150.85283,143.6328631,0
6.141673417,-75.37664003,-27.023107,7.928495,"  -7.707748",2087.945801,2089.347826,2090.568027,0.001776738,294.584085,292.6229142,291.9187001,1.685430464,3669.94458,3669.659157,3672.57552,2025.513428,2028.00667,2031.379091,-0.071538537,150.6058409,143.9210471,0
6.141591629,-75.37676454,-27.031713,7.919124,"  -7.716777",2088.797363,2089.72,2090.777409,0.001771888,294.6203186,292.729071,291.9525689,1.655629139,3686.11084,3686.453802,3690.527652,2010.442017,2011.644655,2014.900669,-0.076847725,152.064014,143.8551001,0
6.141508622,-75.37688905,-26.992672,7.955251,"  -7.679346",2089.48291,2090.447368,2091.150502,0.001773823,294.5605899,292.8515983,291.8946669,1.637873754,3702.383057,3703.976731,3702.73267,1995.282959,1995.554358,2003.20841,-0.07986529,152.5010008,143.735715,0
6.141425614,-75.37701356,-26.907998,8.037454,"  -7.596038",2089.900635,2091.148649,2091.344482,0.001773978,294.6505114,293.1240972,291.9688902,1.613559322,3718.670166,3718.967,3720.641744,1980.174683,1981.895907,1986.632008,-0.084735388,154.531201,144.4496719,0
6.141342606,-75.3771393,-26.75011,7.273749,"  -8.358835",2090.216309,2091.842105,2091.548495,0.001768008,294.6819946,293.1289337,291.9899061,1.596666667,3735.027832,3737.265374,3740.04597,1964.959229,1964.871324,1968.096089,-0.084571236,155.0537075,144.2811773,0
6.141259598,-75.37726503,-26.767284,7.255028,"  -8.376845",2090.619629,2092.441558,2092.213333,0.001765037,294.6917611,293.1485804,291.9947019,1.570469799,3751.411133,3751.578903,3753.108906,1949.831299,1952.330314,1957.034492,-0.091786714,156.3183297,144.7787356,0
6.14117659,-75.37738954,-26.803181,7.218009,"  -7.493857",2091.366699,2092.986842,2092.683502,0.001775348,294.6623346,293.056002,291.9585668,1.55033557,3767.689941,3768.903728,3770.404969,1934.743774,1935.922026,1940.807595,-0.096024576,158.3543841,144.6462358,0
6.141093583,-75.37751405,-26.852358,8.092492,"  -7.540731",2092.062988,2092.971014,2093.003413,0.001774092,294.6623252,293.0243217,291.9439935,1.533557047,3783.98584,3786.111064,3786.837148,1919.745239,1919.668499,1925.380363,-0.106079054,159.6267409,145.6510378,0
6.141056961,-75.37765688,-26.891342,8.032479,"  -7.591336",2092.194824,2093.013158,2093.143813,0.001778862,294.6511565,292.9595093,291.928993,1.520134228,3798.152832,3798.417643,3803.076575,1908.037964,1909.519404,1911.47349,-0.116644334,162.2235591,145.6506686,0
6.141032547,-75.37780458,-26.92368,7.970585,"  -7.640007",2092.324707,2093.08,2093.483333,0.001783682,294.6755073,292.8307855,291.9281262,1.513333333,3811.813721,3813.349538,3815.52706,1897.349731,1897.499712,1902.449895,-0.12694047,163.6059475,146.6439776,0
6.141010575,-75.37795351,-26.958439,7.909521,"  -6.771725",2092.536621,2092.466667,2093.364238,0.001783938,294.6550524,292.838623,291.8997235,1.51,3825.383057,3826.301984,3828.503945,1886.830933,1887.907219,1892.379162,-0.133578437,163.8201718,147.2740042,0
6.140986161,-75.37810121,-26.106212,7.821777,"  -6.849786",2092.697998,2092.105263,2093.566667,0.001780027,294.6940207,292.6695866,291.9267741,1.498327759,3839.102295,3839.38193,3840.709205,1876.33606,1878.707293,1883.988326,-0.144450686,163.1556063,148.3297568,0
6.140962967,-75.37824892,-26.054844,7.854028,"  -6.809268",2093.209229,2091.921053,2093.443333,0.001780943,294.66012,292.570178,291.8809882,1.488372093,3852.72583,3854.2783,3854.052876,1865.963257,1866.627509,1873.676549,-0.152189565,164.7849078,148.2070108,0
6.140939774,-75.37839784,-26.061042,7.832053,"  -6.824421",2093.152344,2091.842105,2093.548822,0.001781294,294.6704311,292.4198137,291.8799352,1.47826087,3866.491211,3866.351415,3868.988814,1855.685059,1858.19326,1862.465069,-0.158747761,163.9762146,148.8239174,0
6.140916581,-75.37854677,-26.060692,7.820039,"  -6.831088",2092.163574,2091.657895,2093.343434,0.001782589,294.6676781,292.4891436,291.8729185,1.471380471,3880.260986,3879.522894,3882.344979,1845.439941,1847.541569,1852.262088,-0.163671133,164.83808,148.8447517,0
6.140893387,-75.37869447,-26.026402,7.845454,"  -7.717290",2090.818604,2091.394737,2093.23569,0.001787354,294.613179,292.2662052,291.8186601,1.457627119,3893.967041,3892.969007,3897.478598,1835.397583,1838.482523,1841.564183,-0.166459714,164.4477619,149.0014416,0
6.140868973,-75.37884218,-26.049789,7.816767,"  -7.743542",2089.269531,2091.013699,2093.10101,0.001789617,294.5911817,292.3471598,291.8014121,1.448844884,3907.776367,3910.559047,3909.499001,1825.296265,1825.453663,1832.096716,-0.166925552,165.2772414,148.7336709,0
6.14084578,-75.3789911,-26.075992,7.788933,"  -7.770627",2087.790039,2091.078947,2092.943709,0.001795146,294.5123123,292.1794655,291.7306126,1.443686007,3921.619385,3921.830931,3925.370407,1815.366455,1817.506938,1820.5346,-0.165336164,165.2697405,149.258192,0
6.140822586,-75.37914003,-23.388185,6.807829,"  -7.832663",2086.613525,2090.681159,2092.595238,0.001795699,294.4321304,292.0704181,291.6707929,1.428093645,3935.481689,3935.264941,3938.904467,1805.528687,1808.036867,1811.117301,-0.159073001,163.6919625,148.9407132,0
6.140799393,-75.37928773,-23.412684,6.755944,"  -7.871269",2087.864746,2090.346667,2092.45515,0.001797648,294.3796988,292.0922376,291.6271641,1.426174497,3949.262939,3949.166286,3954.901838,1795.84314,1797.596092,1799.583741,-0.157384571,163.3739083,149.0334942,0
6.140836014,-75.37942567,-23.404886,6.718407,"  -7.886826",2087.826904,2089.753623,2091.843003,0.001800685,294.2878645,291.9799053,291.559244,1.42,3957.826172,3958.583588,3960.73632,1792.69458,1794.296692,1798.375795,-0.14679274,164.0290546,148.4397675,0
6.140906815,-75.37955751,-22.561671,6.597193,"  -7.982239",2087.971191,2088.733333,2091.36,0.001805879,294.2621055,292.0599606,291.5377383,1.427118644,3963.393311,3965.385835,3967.333827,1793.358521,1793.450854,1798.919687,-0.143382574,163.2502689,148.5074382,0
6.140977616,-75.37968935,-20.795729,7.404953,"  -8.059937",2088.601563,2087.933333,2090.883333,0.00181344,294.2109237,292.0398693,291.4983105,1.447019868,3969.015381,3969.663069,3968.990479,1794.178833,1796.372206,1802.51918,-0.12894293,160.5349751,147.6507128,0
6.141048417,-75.37982118,-20.82689,7.32983,"  -8.110952",2087.658447,2087.355263,2090.212121,0.001815585,294.2110207,292.1722576,291.5008791,1.453642384,3974.709473,3974.483167,3979.809116,1795.15979,1796.778324,1799.411497,-0.121385798,157.2415143,146.8216763,0
6.141119217,-75.37995424,-20.851001,7.264746,"  -8.153567",2086.208008,2086.535211,2089.766892,0.001821342,294.1190384,292.269968,291.4387042,1.466887417,3980.568848,3981.347541,3983.60735,1796.22998,1797.84624,1801.546706,-0.108018529,156.1291477,146.5558485,0
6.141188797,-75.38008607,-20.859056,7.218701,"  -8.178779",2085.154297,2086.144737,2089.393333,0.001822419,294.1157576,292.2990169,291.4524582,1.471380471,3986.4729,3986.518737,3989.179795,1797.400024,1798.805233,1803.988526,-0.097949501,153.0395565,145.68525,0
6.141259598,-75.38021913,-20.851132,7.191605,"  -8.186670",2083.752686,2085.539474,2088.963211,0.001830025,294.0684856,292.3695866,291.4122575,1.486754967,3992.433838,3993.412391,3992.283628,1798.755005,1799.951194,1806.699895,-0.081678378,151.935884,144.8014049,0
6.141330399,-75.38035097,-20.863444,6.243672,"  -8.213456",2081.989502,2084.76,2088.609428,0.001831951,294.0934585,292.4847551,291.4346309,1.496666667,3998.375732,3999.11622,3999.856375,1800.364868,1802.26289,1805.44023,-0.070222943,149.7125472,144.0319776,0
6.1414012,-75.3804828,-20.002332,7.076637,"  -8.268112",2081.387451,2084.44,2088.575251,0.001835924,294.048149,292.5093631,291.4002824,1.506666667,4004.368896,4002.763548,4004.212363,1802.073486,1805.091921,1807.588625,-0.057432822,148.9281717,143.3012543,0
6.141472001,-75.38061464,-19.128207,7.927249,"  -7.404176",2081.868896,2084.118421,2088.286195,0.001839071,294.0384503,292.484103,291.4065308,1.513422819,4010.427246,4010.45806,4007.549161,1803.99292,1805.801496,1811.301482,-0.050196279,148.0548225,142.1495578,0
6.141539139,-75.38074647,-19.096922,7.939778,"  -7.381019",2083.092529,2083.815789,2088.403333,0.001839849,294.030496,292.364665,291.4005942,1.524916944,4016.780029,4014.440975,4010.580537,1805.601929,1810.098539,1813.716334,-0.041207669,146.4258031,141.9671371,0
6.141406083,-75.38081483,-19.0356,8.016413,"  -7.313061",2083.040771,2083.753623,2088.860068,0.001839883,293.9804761,292.2611381,291.3657632,1.496688742,4032.060547,4031.208776,4025.955246,1789.200195,1792.696675,1794.866586,-0.038364655,145.8474672,141.9978121,0
6.141274247,-75.38088319,-19.011083,7.155097,"  -7.281416",2083.284912,2084.052632,2089.575251,0.001844999,293.8865284,292.0854122,291.2894629,1.456666667,4047.23291,4047.960114,4039.342042,1772.886475,1774.707145,1779.498312,-0.034592547,145.8329745,142.1796574,0
6.141139969,-75.38095155,-19.023432,7.159744,"  -6.383278",2083.469727,2084.146667,2090.388704,0.001841928,293.8352802,291.9985332,291.2518054,1.42662116,4062.611816,4060.918447,4055.948139,1756.307861,1759.411823,1760.784341,-0.031604465,146.9297974,142.7404341,0
6.141008133,-75.38101869,-19.063685,7.137588,"  -7.318287",2082.061035,2084.386667,2091.083056,0.001843699,293.6909227,291.7626988,291.1293613,1.394648829,4077.689697,4077.568703,4067.062128,1740.004028,1741.80364,1746.653391,-0.019802514,146.0525264,142.8645057,0
6.140873856,-75.38108705,-19.068612,7.15186,"  -7.314608",2080.422852,2084.527778,2091.848485,0.001849151,293.5941625,291.6752801,291.0483643,1.358552632,4093.10376,4094.374884,4080.478755,1723.490601,1724.418123,1730.850015,-0.01234251,146.6273649,143.2879677,0
6.14074202,-75.38115541,-19.07967,8.073561,"  -7.313270",2079.544678,2085.5,2092.39,0.001855767,293.4890452,291.4991282,290.9598524,1.331103679,4108.31543,4109.245695,4093.77367,1707.1875,1707.831177,1712.931141,-0.003624864,146.6840267,142.3075959,0
6.140630936,-75.38125185,-19.155322,8.0282,"  -6.469678",2079.703125,2086.25,2093.14,0.001858013,293.4085821,291.4775934,290.8880641,1.293918919,4124.418457,4126.637751,4107.447376,1691.922485,1692.979382,1698.301856,0.003323356,145.3730141,142.4705886,0
6.14053328,-75.38136537,-19.183531,8.027151,"  -6.485213",2080.681641,2086.768116,2093.650847,0.001858587,293.3002474,291.314778,290.7939416,1.273333333,4140.990234,4139.587733,4119.830401,1677.470215,1680.070597,1683.885802,0.015237695,142.6888554,141.6526006,0
6.140436844,-75.3814789,-19.112391,8.126171,"  -6.401062",2082.481689,2088.373333,2094.378738,0.001860404,293.253174,291.2125734,290.7560457,1.251655629,4157.460938,4154.043062,4131.283583,1663.160156,1667.257258,1670.14215,0.026123108,140.7397732,140.5286595,0
6.140339188,-75.38159364,-19.072406,8.186869,"  -6.351411",2084.111328,2089.506667,2095.137584,0.001861543,293.1490385,291.0493073,290.6696198,1.223333333,4174.138672,4172.175023,4142.932006,1648.695801,1650.157262,1656.577858,0.034658647,138.3882627,140.3069239,0
6.140241532,-75.38170717,-19.054713,8.218254,"  -6.327328",2084.434814,2090.506849,2095.682432,0.001867382,293.029146,290.8840279,290.5642135,1.202020202,4190.710938,4185.067784,4155.556099,1634.381348,1637.629965,1638.909894,0.041722847,137.8474125,139.9821419,0
6.140143876,-75.38182069,-19.100984,7.276565,"  -6.366995",2084.243408,2092.013158,2096.616667,0.001872944,292.9401728,290.6918762,290.497616,1.174496644,4207.265625,4200.993587,4165.47426,1620.022583,1622.233964,1628.459334,0.049494571,137.7698021,139.8278394,0
6.140046219,-75.38193422,-19.102117,7.289565,"  -6.361305",2086.063721,2093.472222,2097.451178,0.001876392,292.8214739,290.4912796,290.4005516,1.15282392,4223.850586,4214.758619,4176.970794,1605.798706,1606.728662,1612.881469,0.057813908,137.5311701,139.415203,0
6.139948563,-75.38204774,-19.067148,8.249683,"  -6.319294",2087.925781,2095.763158,2098.161616,0.001884142,292.6902512,290.3873541,290.2891078,1.129568106,4240.411621,4225.648268,4188.246179,1591.565918,1594.551751,1595.784158,0.056471783,137.681368,139.3627311,0
6.139852127,-75.38216249,-19.03246,8.299938,"  -6.277341",2089.661621,2096.986842,2099.080268,0.001884681,292.6099371,290.2776953,290.2286981,1.105960265,4256.990234,4238.564808,4194.39725,1577.458008,1578.865387,1587.900365,0.064958008,137.3984397,139.0504174,0
6.139754471,-75.3822748,-18.934243,8.414206,"  -6.171633",2093.166748,2099.013889,2099.875421,0.001885922,292.5444097,290.1876418,290.1711313,1.077966102,4273.469238,4247.891685,4205.135308,1563.405884,1566.024739,1571.423625,0.066747291,137.4393469,139.0730713,0
6.139656815,-75.38238954,-18.881842,8.483146,"  -6.111514",2098.314697,2100.355263,2100.575758,0.001890897,292.4402073,290.1109395,290.0966363,1.067114094,4290.12207,4260.426476,4216.941491,1549.221069,1550.663579,1553.832088,0.068795042,137.6139603,138.5608457,0
6.139560379,-75.38250307,-18.948359,8.433663,"  -7.082816",2102.845459,2102.197368,2101.33887,0.001895946,292.3944875,290.0722027,290.0594836,1.043189369,4301.359863,4266.750617,4221.297417,1535.377808,1536.90833,1543.870788,0.069931441,137.4234726,137.8009733,0
6.139462723,-75.38261659,-18.887944,8.512362,"  -7.014478",2107.215576,2103.626667,2102.17608,0.001896534,292.3437222,290.0027959,290.019054,1.023890785,4312.729004,4275.839002,4232.368093,1521.38147,1522.274608,1527.401628,0.067459639,137.3731157,137.3335493,0
6.139365067,-75.38273134,-18.885254,8.537671,"  -7.001987",2111.139404,2105.2,2102.705686,0.00190219,292.2858227,289.9416369,289.9870734,1.01986755,4318.242676,4282.016588,4238.755916,1507.40979,1509.856554,1514.778483,0.066224886,137.3230779,137.3782117,0
6.139267411,-75.38284364,-18.892837,8.554384,"  -6.084134",2112.637207,2106.486842,2103.459732,0.001902816,292.2090757,289.9153504,289.921907,1.003344482,4317.216797,4288.467259,4244.593004,1493.600952,1495.765446,1501.557176,0.069553733,137.2152974,137.5296618,0
6.139169754,-75.38295839,-18.846642,7.710822,"  -6.025797",2112.98877,2107.75,2104.198675,0.001902732,292.161339,289.9066547,289.8999635,1,4316.043457,4295.10845,4252.221243,1479.681885,1481.582218,1486.927388,0.061788408,137.1489734,137.5756484,0
6.139105057,-75.38309267,-18.814087,8.67849,"  -5.984218",2112.880859,2108.891892,2104.832215,0.001903089,292.1854426,289.8464397,289.9249124,1,4310.82959,4293.525459,4254.737113,1468.902588,1471.716309,1475.618875,0.062398341,137.2999198,137.34956,0
6.13904036,-75.38322939,-18.80953,8.70319,"  -5.970260",2113.171143,2109.592105,2105.828383,0.001897623,292.2112278,289.8139743,289.9569089,1,4305.460938,4294.878644,4257.070572,1458.019653,1462.177497,1467.960983,0.059864674,136.9233199,137.2952245,0
